,userID,ISBN,bookRating,bookTitle,totalRatingCount,Location
33,171912,034545104X,5,Flesh Tones: A Novel,60,"springfield, missouri, usa"
34,173743,034545104X,0,Flesh Tones: A Novel,60,"gloucester, massachusetts, usa"
35,174834,034545104X,0,Flesh Tones: A Novel,60,"portland, oregon, usa"
36,188513,034545104X,4,Flesh Tones: A Novel,60,"brookfield, wisconsin, usa"
37,195374,034545104X,0,Flesh Tones: A Novel,60,"navarre, florida, usa"
38,208019,034545104X,0,Flesh Tones: A Novel,60,"tomball, texas, usa"
39,208406,034545104X,6,Flesh Tones: A Novel,60,"kansas city, missouri, usa"
40,210597,034545104X,9,Flesh Tones: A Novel,60,"lake winnebago, missouri, usa"
41,214011,034545104X,10,Flesh Tones: A Novel,60,"new castle, new hampshire, usa"
42,220502,034545104X,3,Flesh Tones: A Novel,60,"dedham, massachusetts, usa"
43,227106,034545104X,0,Flesh Tones: A Novel,60,"st. peters, missouri, usa"
44,227447,034545104X,0,Flesh Tones: A Novel,60,"kelseyville, california, usa"
45,227520,034545104X,0,Flesh Tones: A Novel,60,"san jose, california, usa"
46,227886,034545104X,3,Flesh Tones: A Novel,60,"charlotte, north carolina, usa"
47,240144,034545104X,3,Flesh Tones: A Novel,60,"muskego, wisconsin, usa"
48,243142,034545104X,9,Flesh Tones: A Novel,60,"westerville, ohio, usa"
49,255502,034545104X,6,Flesh Tones: A Novel,60,"new albany, ohio, usa"
50,260897,034545104X,3,Flesh Tones: A Novel,60,"chicago, illinois, usa"
51,263003,034545104X,7,Flesh Tones: A Novel,60,"philadelphia, pennsylvania, usa"
52,268191,034545104X,0,Flesh Tones: A Novel,60,"lewes, delaware, usa"
53,271448,034545104X,0,Flesh Tones: A Novel,60,"ona, west virginia, usa"
54,274925,034545104X,7,Flesh Tones: A Novel,60,"enfield, connecticut, usa"
55,278418,446520802,0,The Notebook,650,"omaha, nebraska, usa"
56,638,446520802,0,The Notebook,650,"san diego, california, usa"
57,3363,446520802,0,The Notebook,650,"knoxville, tennessee, usa"
58,7158,446520802,10,The Notebook,650,"omaha, nebraska, usa"
59,8253,446520802,10,The Notebook,650,"tulsa, oklahoma, usa"
60,9939,446520802,0,The Notebook,650,"moncks corner, south carolina, usa"
61,12589,446520802,9,The Notebook,650,"lincoln, nebraska, usa"
62,13279,446520802,10,The Notebook,650,"moodus, connecticut, usa"
63,16046,446520802,0,The Notebook,650,"silver springs, florida, usa"
64,19371,446520802,4,The Notebook,650,"royal oak, michigan, usa"
65,23768,446520802,6,The Notebook,650,"st. louis, missouri, usa"
66,24878,446520802,7,The Notebook,650,"ottawa, ontario, canada"
67,26525,446520802,10,The Notebook,650,"mountain view, california, usa"
68,27617,446520802,9,The Notebook,650,"beaverton, ontario, canada"
69,28204,446520802,0,The Notebook,650,"south ohio, nova scotia, canada"
70,29855,446520802,0,The Notebook,650,"morris, connecticut, usa"
71,30261,446520802,10,The Notebook,650,"manchester, missouri, usa"
72,33974,446520802,0,The Notebook,650,"barnhart, missouri, usa"
73,35845,446520802,5,The Notebook,650,"rochester, new hampshire, usa"
74,37556,446520802,0,The Notebook,650,"wilton, maine, usa"
75,43146,446520802,0,The Notebook,650,"buffalo, new york, usa"
76,54823,446520802,9,The Notebook,650,"manchester, maryland, usa"
77,63507,446520802,8,The Notebook,650,"lomita, california, usa"
78,64544,446520802,8,The Notebook,650,"forty fort, , usa"
79,64679,446520802,6,The Notebook,650,"buffalo grove, illinois, usa"
80,79977,446520802,0,The Notebook,650,"chesapeake, virginia, usa"
81,85993,446520802,10,The Notebook,650,"portland, oregon, usa"
82,91761,446520802,6,The Notebook,650,"minneapolis, minnesota, usa"
83,99085,446520802,10,The Notebook,650,"lincoln, nebraska, usa"
84,99720,446520802,9,The Notebook,650,"dahlonega, georgia, usa"
85,102967,446520802,0,The Notebook,650,"olympia, washington, usa"
86,103190,446520802,0,The Notebook,650,"burgettstown, pennsylvania, usa"
87,105979,446520802,0,The Notebook,650,"oakland, california, usa"
88,113340,446520802,0,The Notebook,650,"franklin, virginia, usa"
89,115490,446520802,0,The Notebook,650,"dekalb, illinois, usa"
90,116577,446520802,0,The Notebook,650,"powhatan, virginia, usa"
91,131993,446520802,10,The Notebook,650,"mobile, alabama, usa"
92,132616,446520802,0,The Notebook,650,"green river, wyoming, usa"
93,132792,446520802,9,The Notebook,650,"west seneca, new york, usa"
94,133498,446520802,10,The Notebook,650,"templeton, pennsylvania, usa"
95,135831,446520802,0,The Notebook,650,"potomac falls, virginia, usa"
96,138176,446520802,0,The Notebook,650,"lansdale, pennsylvania, usa"
97,139064,446520802,10,The Notebook,650,"wylie, texas, usa"
98,144455,446520802,0,The Notebook,650,"summerville, south carolina, usa"
99,144729,446520802,0,The Notebook,650,"manchester, new hampshire, usa"
100,145369,446520802,0,The Notebook,650,"winnemucca, nevada, usa"
101,151002,446520802,0,The Notebook,650,"burkburnett, texas, usa"
102,152376,446520802,9,The Notebook,650,"boston, massachusetts, usa"
103,153718,446520802,7,The Notebook,650,"round lake, illinois, usa"
104,154992,446520802,8,The Notebook,650,"maryland heights, missouri, usa"
105,157823,446520802,10,The Notebook,650,"guelph, ontario, canada"
106,158295,446520802,8,The Notebook,650,"cleveland, ohio, usa"
107,159033,446520802,0,The Notebook,650,"taneytown, maryland, usa"
108,167812,446520802,10,The Notebook,650,"vancouver, washington, usa"
109,169699,446520802,8,The Notebook,650,"vadnais heights, minnesota, usa"
110,169784,446520802,10,The Notebook,650,"cincinnati, ohio, usa"
111,170902,446520802,10,The Notebook,650,"austin, texas, usa"
112,172539,446520802,7,The Notebook,650,"lakewood, california, usa"
113,181687,446520802,9,The Notebook,650,"austin, texas, usa"
114,185233,446520802,7,The Notebook,650,"winnemucca, nevada, usa"
115,187043,446520802,0,The Notebook,650,"broken arrow, oklahoma, usa"
116,187863,446520802,5,The Notebook,650,"greenwood, south carolina, usa"
117,188010,446520802,0,The Notebook,650,"edmonton, alberta, canada"
118,190374,446520802,8,The Notebook,650,"kamloops, british columbia, canada"
119,192095,446520802,10,The Notebook,650,"madison, wisconsin, usa"
120,194669,446520802,0,The Notebook,650,"savannah, georgia, usa"
121,199799,446520802,10,The Notebook,650,"steep falls, maine, usa"
122,200226,446520802,9,The Notebook,650,"burlington, ontario, canada"
123,201017,446520802,0,The Notebook,650,"palmetto bay, florida, usa"
124,201036,446520802,9,The Notebook,650,"virginia beach, virginia, usa"
125,201349,446520802,0,The Notebook,650,"thomson, georgia, usa"
126,203240,446520802,0,The Notebook,650,"st. louis, missouri, usa"
127,208671,446520802,9,The Notebook,650,"simi valley, california, usa"
128,208829,446520802,0,The Notebook,650,"fredericton, new brunswick, canada"
129,211361,446520802,9,The Notebook,650,"simi valley, california, usa"
130,211461,446520802,0,The Notebook,650,"n. ft. myers, florida, usa"
131,218875,446520802,8,The Notebook,650,"wilkes-barre, pennsylvania, usa"
132,220911,446520802,0,The Notebook,650,"palm desert, california, usa"
133,230522,446520802,0,The Notebook,650,"colorado springs, colorado, usa"
134,234623,446520802,0,The Notebook,650,"scarborough, maine, usa"
135,235105,446520802,0,The Notebook,650,"st louis, missouri, usa"
136,235218,446520802,8,The Notebook,650,"st charles, missouri, usa"
137,238120,446520802,0,The Notebook,650,"louisville, kentucky, usa"
138,238781,446520802,0,The Notebook,650,"yucca valley, california, usa"
139,239135,446520802,8,The Notebook,650,"mobile, alabama, usa"
140,240756,446520802,9,The Notebook,650,"guyton, georgia, usa"
141,240829,446520802,0,The Notebook,650,"durham, north carolina, usa"
142,242914,446520802,0,The Notebook,650,"dallas, texas, usa"
143,245568,446520802,2,The Notebook,650,"springport, michigan, usa"
144,248477,446520802,6,The Notebook,650,"dandridge, tennessee, usa"
145,249200,446520802,10,The Notebook,650,"alabaster, alabama, usa"
146,249359,446520802,0,The Notebook,650,"allentown, pennsylvania, usa"
147,254405,446520802,0,The Notebook,650,"nanticoke, pennsylvania, usa"
148,255288,446520802,0,The Notebook,650,"monroe, new york, usa"
149,258534,446520802,0,The Notebook,650,"mcqueeney, texas, usa"
150,259555,446520802,0,The Notebook,650,"st. louis, missouri, usa"
151,263460,446520802,0,The Notebook,650,"tampa, florida, usa"
152,265383,446520802,10,The Notebook,650,"awendaw, south carolina, usa"
153,268540,446520802,10,The Notebook,650,"st. louis, missouri, usa"
154,268692,446520802,0,The Notebook,650,"fort worth, texas, usa"
155,268751,446520802,10,The Notebook,650,"sheboygan, wisconsin, usa"
156,271195,446520802,0,The Notebook,650,"elsmere, kentucky, usa"
157,275631,446520802,0,The Notebook,650,"akron, pennsylvania, usa"
158,275970,446520802,0,The Notebook,650,"pittsburgh, pennsylvania, usa"
159,276744,038550120X,7,A Painted House,838,"torrance, california, usa"
160,278418,038550120X,0,A Painted House,838,"omaha, nebraska, usa"
161,6251,038550120X,0,A Painted House,838,"wahiawa, hawaii, usa"
162,8234,038550120X,0,A Painted House,838,"colorado springs, colorado, usa"
163,8250,038550120X,0,A Painted House,838,"carrollton, texas, usa"
164,11224,038550120X,0,A Painted House,838,"tumwater, washington, usa"
165,13273,038550120X,0,A Painted House,838,"harrisburg, pennsylvania, usa"
166,13552,038550120X,0,A Painted House,838,"cordova, tennessee, usa"
167,16106,038550120X,0,A Painted House,838,"albany, california, usa"
168,16718,038550120X,0,A Painted House,838,"houston, texas, usa"
169,16877,038550120X,9,A Painted House,838,"houston, arkansas, usa"
170,17975,038550120X,6,A Painted House,838,"fargo, north dakota, usa"
171,20806,038550120X,6,A Painted House,838,"union, kentucky, usa"
172,21014,038550120X,0,A Painted House,838,"fresno, california, usa"
173,21340,038550120X,9,A Painted House,838,"holton, kansas, usa"
174,21356,038550120X,7,A Painted House,838,"westwood, new jersey, usa"
175,21659,038550120X,0,A Painted House,838,"san jose, california, usa"
176,22625,038550120X,10,A Painted House,838,"lynbrook, new york, usa"
177,23243,038550120X,7,A Painted House,838,"colstrip, montana, usa"
178,23768,038550120X,0,A Painted House,838,"st. louis, missouri, usa"
179,29168,038550120X,7,A Painted House,838,"beacon, new york, usa"
180,31315,038550120X,6,A Painted House,838,"henryville, indiana, usa"
181,31362,038550120X,0,A Painted House,838,"los angeles, california, usa"
182,32188,038550120X,8,A Painted House,838,"st. louis, missouri, usa"
183,33580,038550120X,0,A Painted House,838,"rockwell, north carolina, usa"
184,33974,038550120X,8,A Painted House,838,"barnhart, missouri, usa"
185,34523,038550120X,0,A Painted House,838,"kalamazoo, michigan, usa"
186,34531,038550120X,0,A Painted House,838,"san diego, california, usa"
187,34588,038550120X,5,A Painted House,838,"west linn, oregon, usa"
188,35288,038550120X,9,A Painted House,838,"ridgeland, mississippi, usa"
189,37712,038550120X,0,A Painted House,838,"cincinnati, ohio, usa"
190,37800,038550120X,9,A Painted House,838,"rackerby, california, usa"
191,39441,038550120X,0,A Painted House,838,"boulder, colorado, usa"
192,39646,038550120X,0,A Painted House,838,"fairless hills, pennsylvania, usa"
193,39773,038550120X,0,A Painted House,838,"miami, florida, usa"
194,40889,038550120X,0,A Painted House,838,"brainerd, minnesota, usa"
195,41841,038550120X,0,A Painted House,838,"sherwood park, alberta, canada"
196,44963,038550120X,0,A Painted House,838,"sand springs, oklahoma, usa"
197,49683,038550120X,0,A Painted House,838,"houston, texas, usa"
198,53174,038550120X,0,A Painted House,838,"orlando, florida, usa"
199,53220,038550120X,8,A Painted House,838,"fullerton, california, usa"
200,55441,038550120X,0,A Painted House,838,"wynantskill, new york, usa"
201,60337,038550120X,8,A Painted House,838,"st. marys, georgia, usa"
202,62862,038550120X,0,A Painted House,838,"new milford, connecticut, usa"
203,64436,038550120X,9,A Painted House,838,"san ramon, california, usa"
204,75819,038550120X,8,A Painted House,838,"west falls, new york, usa"
205,76151,038550120X,10,A Painted House,838,"sioux falls, south dakota, usa"
206,76351,038550120X,10,A Painted House,838,"clarksville, tennessee, usa"
207,76851,038550120X,8,A Painted House,838,"saginaw, michigan, usa"
208,78236,038550120X,0,A Painted House,838,"conyers, georgia, usa"
209,83287,038550120X,0,A Painted House,838,"tulsa, oklahoma, usa"
210,83941,038550120X,0,A Painted House,838,"ephrata, pennsylvania, usa"
211,87746,038550120X,0,A Painted House,838,"wallingford, connecticut, usa"
212,91832,038550120X,0,A Painted House,838,"miami, florida, usa"
213,92184,038550120X,0,A Painted House,838,"san fernando valley, california, usa"
214,94279,038550120X,0,A Painted House,838,"torrance, california, usa"
215,96054,038550120X,0,A Painted House,838,"ottawa, ontario, canada"
216,97919,038550120X,6,A Painted House,838,"howell, michigan, usa"
217,98741,038550120X,0,A Painted House,838,"fairbanks, alaska, usa"
218,100471,038550120X,6,A Painted House,838,"new albany, indiana, usa"
219,100846,038550120X,8,A Painted House,838,"plainfield, illinois, usa"
220,101226,038550120X,10,A Painted House,838,"corsicana, texas, usa"
221,104051,038550120X,8,A Painted House,838,"vacaville, california, usa"
222,105979,038550120X,0,A Painted House,838,"oakland, california, usa"
223,109013,038550120X,0,A Painted House,838,"virginia beach, virginia, usa"
224,111174,038550120X,6,A Painted House,838,"austin, texas, usa"
225,111358,038550120X,7,A Painted House,838,"cameron, west virginia, usa"
226,112914,038550120X,0,A Painted House,838,"alameda, california, usa"
227,113425,038550120X,6,A Painted House,838,"chicago, illinois, usa"
228,113519,038550120X,0,A Painted House,838,"pleasanton, california, usa"
229,114368,038550120X,9,A Painted House,838,"mechanicsville, maryland, usa"
230,114847,038550120X,0,A Painted House,838,"new york, new york, usa"
231,115003,038550120X,8,A Painted House,838,"asheville, north carolina, usa"
232,115375,038550120X,8,A Painted House,838,"albuquerque, new mexico, usa"
233,115435,038550120X,8,A Painted House,838,"cincinnati, ohio, usa"
234,116904,038550120X,10,A Painted House,838,"san antonio, texas, usa"
235,121241,038550120X,0,A Painted House,838,"boulder, montana, usa"
236,123645,038550120X,8,A Painted House,838,"fargo, north dakota, usa"
237,124983,038550120X,0,A Painted House,838,"amarillo, texas, usa"
238,125519,038550120X,9,A Painted House,838,"irvine, california, usa"
239,130571,038550120X,8,A Painted House,838,"summerville, south carolina, usa"
240,134797,038550120X,0,A Painted House,838,"elk grove, california, usa"
241,135265,038550120X,0,A Painted House,838,"groton, connecticut, usa"
242,135741,038550120X,5,A Painted House,838,"troy, new york, usa"
243,136439,038550120X,5,A Painted House,838,"palm bay, florida, usa"
244,136509,038550120X,0,A Painted House,838,"santa barbara, california, usa"
245,140358,038550120X,5,A Painted House,838,"san diego, california, usa"
246,141719,038550120X,7,A Painted House,838,"houston, texas, usa"
247,145641,038550120X,7,A Painted House,838,"madison, new jersey, usa"
248,147224,038550120X,5,A Painted House,838,"mechanicsburg, pennsylvania, usa"
249,147847,038550120X,0,A Painted House,838,"greenville, illinois, usa"
250,148258,038550120X,0,A Painted House,838,"toronto, ontario, canada"
251,149069,038550120X,10,A Painted House,838,"struthers, ohio, usa"
252,151503,038550120X,0,A Painted House,838,"fairbanks, alaska, usa"
253,151819,038550120X,4,A Painted House,838,"surfside beach, south carolina, usa"
254,152354,038550120X,6,A Painted House,838,"boston, massachusetts, usa"
255,153418,038550120X,9,A Painted House,838,"xenia, ohio, usa"
256,153959,038550120X,8,A Painted House,838,"waterville, maine, usa"
257,154906,038550120X,0,A Painted House,838,"fort smith, arkansas, usa"
258,155248,038550120X,0,A Painted House,838,"litchfield, illinois, usa"
259,159033,038550120X,0,A Painted House,838,"taneytown, maryland, usa"
260,160819,038550120X,0,A Painted House,838,"miami, florida, usa"
261,161870,038550120X,0,A Painted House,838,"steubenville, ohio, usa"
262,162639,038550120X,0,A Painted House,838,"kelso, washington, usa"
263,162827,038550120X,0,A Painted House,838,"seattle, washington, usa"
264,165788,038550120X,0,A Painted House,838,"san diego, california, usa"
265,166305,038550120X,0,A Painted House,838,"houston, texas, usa"
266,166391,038550120X,0,A Painted House,838,"hanover, pennsylvania, usa"
267,171445,038550120X,0,A Painted House,838,"berkeley, california, usa"
268,172881,038550120X,8,A Painted House,838,"demopolis, alabama, usa"
269,173415,038550120X,0,A Painted House,838,"chicago, illinois, usa"
270,178006,038550120X,6,A Painted House,838,"ottumwa, iowa, usa"
271,183995,038550120X,0,A Painted House,838,"columbus (grandview heights), ohio, usa"
272,184295,038550120X,0,A Painted House,838,"atlanta, georgia, usa"
273,187256,038550120X,9,A Painted House,838,"citrus heights, california, usa"
274,189584,038550120X,0,A Painted House,838,"sinking spring, pennsylvania, usa"
275,193778,038550120X,10,A Painted House,838,"dallas, georgia, usa"
276,196466,038550120X,0,A Painted House,838,"king of prussia, pennsylvania, usa"
277,197206,038550120X,5,A Painted House,838,"virginia beach, virginia, usa"
278,198213,038550120X,8,A Painted House,838,"williamsburg/norfolk, virginia, usa"
279,200422,038550120X,8,A Painted House,838,"plainfield, illinois, usa"
280,200643,038550120X,0,A Painted House,838,"austin, texas, usa"
281,203506,038550120X,1,A Painted House,838,"rye brook, new york, usa"
282,203649,038550120X,0,A Painted House,838,"mount vernon, kentucky, usa"
283,206177,038550120X,0,A Painted House,838,"fairport, new york, usa"
284,206534,038550120X,0,A Painted House,838,"evanston, illinois, usa"
285,206754,038550120X,5,A Painted House,838,"prince albert, saskatchewan, canada"
286,208829,038550120X,0,A Painted House,838,"fredericton, new brunswick, canada"
287,209160,038550120X,0,A Painted House,838,"ottawa, ontario, canada"
288,209174,038550120X,0,A Painted House,838,"toronto, ontario, canada"
289,210485,038550120X,7,A Painted House,838,"carmichael, california, usa"
290,212568,038550120X,9,A Painted House,838,"huntington beach, california, usa"
291,213379,038550120X,10,A Painted House,838,"novato, california, usa"
292,215988,038550120X,10,A Painted House,838,"lake oswego, oregon, usa"
293,218615,038550120X,7,A Painted House,838,"snoqualmie, washington, usa"
294,222563,038550120X,0,A Painted House,838,"griswold, connecticut, usa"
295,224249,038550120X,0,A Painted House,838,"moline, illinois, usa"
296,225520,038550120X,0,A Painted House,838,"porterville, california, usa"
297,230522,038550120X,0,A Painted House,838,"colorado springs, colorado, usa"
298,234359,038550120X,0,A Painted House,838,"morro bay, california, usa"
299,234565,038550120X,0,A Painted House,838,"kelowna, british columbia, canada"
300,235146,038550120X,10,A Painted House,838,"oak park, illinois, usa"
301,235842,038550120X,0,A Painted House,838,"griswold, iowa, usa"
302,236172,038550120X,0,A Painted House,838,"chesapeake, virginia, usa"
303,238781,038550120X,0,A Painted House,838,"yucca valley, california, usa"
304,240643,038550120X,9,A Painted House,838,"niceville, florida, usa"
305,243996,038550120X,0,A Painted House,838,"bellingham, washington, usa"
306,244955,038550120X,0,A Painted House,838,"fredericton, new brunswick, canada"
307,246411,038550120X,0,A Painted House,838,"mississauga, ontario, canada"
308,246470,038550120X,0,A Painted House,838,"kimberling city, missouri, usa"
309,246513,038550120X,0,A Painted House,838,"virginia beach, virginia, usa"
310,251164,038550120X,7,A Painted House,838,"trabuco canyon, california, usa"
311,251422,038550120X,0,A Painted House,838,"cumberland, maryland, usa"
312,251613,038550120X,0,A Painted House,838,"sonoma, california, usa"
313,252222,038550120X,0,A Painted House,838,"mississauga, ontario, canada"
314,252820,038550120X,7,A Painted House,838,"montreal, quebec, canada"
315,254053,038550120X,10,A Painted House,838,"hackettstown, new jersey, usa"
316,254488,038550120X,0,A Painted House,838,"nanuet, new york, usa"
317,256402,038550120X,0,A Painted House,838,"huntsville, alabama, usa"
318,258334,038550120X,5,A Painted House,838,"pinckney, michigan, usa"
319,259259,038550120X,9,A Painted House,838,"woodruff, south carolina, usa"
320,259629,038550120X,8,A Painted House,838,"carrollton, texas, usa"
321,260458,038550120X,7,A Painted House,838,"porterville, california, usa"
322,264947,038550120X,0,A Painted House,838,"la mesa, california, usa"
323,265202,038550120X,8,A Painted House,838,"manchester, vermont, usa"
324,267409,038550120X,0,A Painted House,838,"las vegas, nevada, usa"
325,269835,038550120X,0,A Painted House,838,"loveland, colorado, usa"
326,271176,038550120X,0,A Painted House,838,"louisville, kentucky, usa"
327,277427,425115801,0,Lightning,274,"gilbert, arizona, usa"
328,1660,425115801,0,Lightning,274,"fort worth, texas, usa"
329,2288,425115801,10,Lightning,274,"spring hill, tennessee, usa"
330,4551,425115801,8,Lightning,274,"humble, texas, usa"
331,4938,425115801,9,Lightning,274,"charleston, south carolina, usa"
332,9856,425115801,7,Lightning,274,"glendale, colorado, usa"
333,13552,425115801,10,Lightning,274,"cordova, tennessee, usa"
334,14521,425115801,0,Lightning,274,"providence, rhode island, usa"
335,15563,425115801,0,Lightning,274,"vancouver, british columbia, canada"
336,16795,425115801,8,Lightning,274,"mechanicsville, maryland, usa"
337,20462,425115801,0,Lightning,274,"bossier city, louisiana, usa"
338,23768,425115801,0,Lightning,274,"st. louis, missouri, usa"
339,25545,425115801,8,Lightning,274,"hollsopple, pennsylvania, usa"
340,25981,425115801,10,Lightning,274,"nj, new jersey, usa"
341,28204,425115801,0,Lightning,274,"south ohio, nova scotia, canada"
342,29763,425115801,7,Lightning,274,"bourbonnais, illinois, usa"
343,30005,425115801,0,Lightning,274,"hudsonville, michigan, usa"
344,31826,425115801,10,Lightning,274,"jasper, missouri, usa"
345,33430,425115801,0,Lightning,274,"sterling, virginia, usa"
346,35859,425115801,0,Lightning,274,"duluth, minnesota, usa"
347,36964,425115801,0,Lightning,274,"storm lake, iowa, usa"
348,37293,425115801,0,Lightning,274,"whitehorse, yukon territory, canada"
349,38023,425115801,0,Lightning,274,"hayward, california, usa"
350,44647,425115801,0,Lightning,274,"lake george, minnesota, usa"
351,44728,425115801,0,Lightning,274,"florence, alabama, usa"
352,45772,425115801,0,Lightning,274,"hampton, virginia, usa"
353,47971,425115801,0,Lightning,274,"toronto, ontario, canada"
354,48025,425115801,7,Lightning,274,"concordia, missouri, usa"
355,51883,425115801,0,Lightning,274,"jasper, missouri, usa"
356,52584,425115801,0,Lightning,274,"livermore, california, usa"
357,55789,425115801,6,Lightning,274,"pittsburgh, pennsylvania, usa"
358,57006,425115801,0,Lightning,274,"lawton, oklahoma, usa"
359,58224,425115801,10,Lightning,274,"lake park, georgia, usa"
360,60050,425115801,0,Lightning,274,"brooklyn, new york, usa"
361,61028,425115801,0,Lightning,274,"charleston, south carolina, usa"
362,63552,425115801,0,Lightning,274,"vafb, california, usa"
363,68185,425115801,6,Lightning,274,"virginia beach, virginia, usa"
364,71490,425115801,0,Lightning,274,"west los angeles, california, usa"
365,76352,425115801,0,Lightning,274,"olympia, washington, usa"
366,76483,425115801,0,Lightning,274,"orange park, florida, usa"
367,83467,425115801,0,Lightning,274,"northridge, california, usa"
368,92658,425115801,5,Lightning,274,"burlington, washington, usa"
369,94787,425115801,0,Lightning,274,"cleveland, ohio, usa"
370,95201,425115801,0,Lightning,274,"baltimore, maryland, usa"
371,95903,425115801,0,Lightning,274,"mason, ohio, usa"
372,96622,425115801,0,Lightning,274,"coatesville, pennsylvania, usa"
373,96776,425115801,0,Lightning,274,"winston salem, north carolina, usa"
374,99347,425115801,0,Lightning,274,"muskegon, michigan, usa"
375,101620,425115801,10,Lightning,274,"brookland, arkansas, usa"
376,107784,425115801,5,Lightning,274,"tarentum, pennsylvania, usa"
377,108950,425115801,0,Lightning,274,"voorhees, new jersey, usa"
378,110973,425115801,0,Lightning,274,"wiley ford, west virginia, usa"
379,112881,425115801,0,Lightning,274,"kitchener, ontario, canada"
380,114444,425115801,0,Lightning,274,"alexandria, virginia, usa"
381,115120,425115801,0,Lightning,274,"sherman oaks, california, usa"
382,120093,425115801,0,Lightning,274,"merrick, acworth, new york, georgia, usa"
383,121072,425115801,7,Lightning,274,"sunnyvale, california, usa"
384,124474,425115801,5,Lightning,274,"canon city, colorado, usa"
385,126736,425115801,0,Lightning,274,"fulton, missouri, usa"
386,128404,425115801,9,Lightning,274,"fall river, massachusetts, usa"
387,131046,425115801,0,Lightning,274,"ellington, connecticut, usa"
388,133689,425115801,0,Lightning,274,"calgary, alberta, canada"
389,133738,425115801,8,Lightning,274,"indianapolis, indiana, usa"
390,135045,425115801,9,Lightning,274,"spring, texas, usa"
391,135149,425115801,0,Lightning,274,"ft. pierce, florida, usa"
392,135458,425115801,0,Lightning,274,"ottawa, ontario, canada"
393,137336,425115801,0,Lightning,274,"longview, washington, usa"
394,141010,425115801,0,Lightning,274,"puyallup, washington, usa"
395,152099,425115801,7,Lightning,274,"wickenburg, arizona, usa"
396,154944,425115801,10,Lightning,274,"colony, kansas, usa"
397,158258,425115801,0,Lightning,274,"tucson, arizona, usa"
398,158295,425115801,7,Lightning,274,"cleveland, ohio, usa"
399,160401,425115801,0,Lightning,274,"akron, ohio, usa"
400,167189,425115801,0,Lightning,274,"coburg, oregon, usa"
401,168064,425115801,8,Lightning,274,"fredericton, new brunswick, canada"
402,170575,425115801,0,Lightning,274,"bethlehem, pennsylvania, usa"
403,171968,425115801,8,Lightning,274,"irving, texas, usa"
404,172030,425115801,0,Lightning,274,"rainsville, alabama, usa"
405,175978,425115801,8,Lightning,274,"somewhere, new jersey, usa"
406,178240,425115801,0,Lightning,274,"olive branch, mississippi, usa"
407,184197,425115801,10,Lightning,274,"rochester, new york, usa"
408,184299,425115801,9,Lightning,274,"omaha, nebraska, usa"
